"id","original_id","name","type_base","media_id","dillution","replicates","confirmation","confirmation_type","confirmation_script","confirmation_support","type","meta_assays","max_count","min_count","script","custom_fields","duration","start_from","active","hide_report","show_conf_table","confirmation_init","confirmation_depth","uses_indicator","uses_trip_indicator","article_code","billable"
"9","9","Aëroob psychrofiel kiemgetal 10°C (PCA)","1","[""21""]","1","0","0","0","[]","[]","1","","300","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""-"",""conform"":""Eigen methode"",""referentiemethode"":""-"",""raportnaam"":""A\u00ebroob psychrofiel kiemgetal 10\u00b0C"",""temp"":""10"",""resultin"":""kve"",""raportnaamEng"":""Total viable count 10\u00b0C"",""techniekEng"":""Colony count"",""conformEng"":""In-house method"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""PCA"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","7","i","0","0","NULL","0","5","1","1","","1"
"10","10","Aëroob kiemgetal 30°C (QG) (PCA)","1","[""21""]","1","0","0","0","[]","[]","1","","300","10","file:maz7218","{""accred"":""Q"",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ008"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 4833-1"",""raportnaam"":""A\u00ebroob kiemgetal 30\u00b0C"",""temp"":""30"",""resultin"":""kve"",""raportnaamEng"":""Total viable count 30\u00b0C"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""PCA"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","3","i","0","0","NULL","0","5","1","1","","1"
"11","11","Anaëroob kiemgetal 30°C (SCH)","1","[""35""]","1","0","0","0","[]","[]","1","","300","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ025"",""conform"":""Eigen methode"",""referentiemethode"":"""",""raportnaam"":""Ana\u00ebroob kiemgetal 30\u00b0C"",""temp"":""30"",""resultin"":""kve"",""raportnaamEng"":""Total anaerobic count"",""techniekEng"":""Colony count"",""conformEng"":""In-house method"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""SCH"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","3","i","0","0","NULL","0","5","1","1","","1"
"12","12","Bacillus cereus (QG) (MYP)","1","[""25""]","1","0","1","1","[{""chainId"":1,""mediaId"":""40"",""disposition"":""+""}]","[]","1","","150","10","file:maz7218","{""accred"":""Q"",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ012"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 7932"",""raportnaam"":""Bacillus cereus"",""temp"":""30"",""resultin"":""kve"",""raportnaamEng"":""Bacillus cereus"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""MYP"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","4","0","5","1","1","","1"
"13","13","Campylobacter spp. | aan/afw","3","[""73"",""80"",""81""]","0","0","1","0","[{""chainId"":1,""mediaId"":""38"",""disposition"":""+""},{""chainId"":2,""mediaId"":""87"",""disposition"":""-""},{""chainId"":3,""mediaId"":""88"",""disposition"":""-""}]","[{""chainId"":1,""mediaId"":""105""}]","2","","1","0","file:maz7218grens","{""accred"":"""",""techniek"":""Grensreactie"",""internrefnummer"":""MIC01-MAZ026"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 10272-1"",""raportnaam"":""Campylobacter spp."",""temp"":""41,5"",""resultin"":""25 gram"",""raportnaamEng"":""Campylobacter spp."",""techniekEng"":""Presence\/absence"",""conformEng"":""Equivalent to"",""resultinEng"":""25 grams"",""korteNaamEtiket_platen"":""CAMP"",""Analysenaam_Etiket_zakken"":""Campylobacter - AAN\/AF"",""Medianaam_Etiket_zakken"":""Bolton broth"",""Ophoping_incubatietijd_Etiket_zakken"":""2 dag""}","4","i","0","0","5","0","5","1","1","","1"
"14","14","Clostridium perfringens (TSC)","1","[""32""]","1","0","1","1","[{""chainId"":1,""mediaId"":""65"",""disposition"":""-""},{""chainId"":2,""mediaId"":""66"",""disposition"":""+""},{""chainId"":3,""mediaId"":""107"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""106""}]","1","","150","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""-"",""conform"":""Conform"",""referentiemethode"":""ISO 7937"",""raportnaam"":""Clostridium perfringens"",""temp"":""37"",""resultin"":""kve"",""raportnaamEng"":""Clostridium perfringens"",""techniekEng"":""Colony count"",""conformEng"":""In accordance with"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""TSC"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","NULL","0","5","1","1","","1"
"15","15","Listeria monocytogenes","1","","1","0","1","0","[]",NA,"1","","150","10","","{""accred"":""QB"",""techniek"":"""",""internrefnummer"":"""",""conform"":""Conform"",""referentiemethode"":""ISO 11290-2"",""raportnaam"":""Listeria monocytogenes"",""media"":""ALOA"",""temp"":""37"",""resultin"":""kve""}","2","i","0","0",NA,"0","5","1","1","","1"
"16","15","Listeria monocytogenes | telling (QC)","1","[""69""]","1","1","1","1","[{""chainId"":1,""mediaId"":""40"",""disposition"":""+""},{""chainId"":2,""mediaId"":""44"",""disposition"":""+""},{""chainId"":3,""mediaId"":""43"",""disposition"":""+""},{""chainId"":4,""mediaId"":""45"",""disposition"":""+""},{""chainId"":5,""mediaId"":""46"",""disposition"":""-""}]","[]","1","","150","10","file:maz7218","{""accred"":""Q"",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ015"",""conform"":""Conform"",""referentiemethode"":""ISO 11290-2"",""raportnaam"":""Listeria monocytogenes  |  telling"",""temp"":""37"",""resultin"":""kve"",""raportnaamEng"":""Listerta monocytogenes  |  count"",""techniekEng"":""Colony count"",""conformEng"":""In accordance with"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""ALOA"",""Analysenaam_Etiket_zakken"":""Listeria mono - TELLING"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","8","0","5","1","1","","1"
"17","17","Aëroob kiemgetal 22°C (QC) (PCA-)","1","[""57""]","1","1","0","1","[]","[]","1","","300","10","file:maz7218","{""accred"":""Q"",""techniek"":""Telplaat"",""internrefnummer"":""MIC03-MAZ008"",""conform"":""Conform"",""referentiemethode"":""ISO 6222"",""raportnaam"":""A\u00ebroob kiemgetal 22\u00b0C"",""temp"":""22"",""resultin"":""kve"",""raportnaamEng"":""Total viable count 22\u00b0C"",""techniekEng"":""Colony count"",""conformEng"":""In accordance with"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""PCA-"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","3","i","0","0","NULL","0","5","1","1","","1"
"18","18","Aëroob kiemgetal 36°C (QC) (PCA-)","1","[""57""]","1","1","0","1","[]","[]","1","","300","10","file:maz7218","{""accred"":""Q"",""techniek"":""Telplaat"",""internrefnummer"":""MIC03-MAZ008"",""conform"":""Conform"",""referentiemethode"":""ISO 6222"",""raportnaam"":""A\u00ebroob kiemgetal 36\u00b0C"",""temp"":""36"",""resultin"":""kve"",""raportnaamEng"":""Total viable count 36\u00b0C"",""techniekEng"":""Colony count"",""conformEng"":""in accordance with"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""PCA-"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","NULL","0","5","1","1","","1"
"19","19","Coliformen / 100ml (QC) (TTC)","4","[""58""]","0","0","1","1","[{""chainId"":1,""mediaId"":""38"",""disposition"":""-""}]","[{""chainId"":1,""mediaId"":""96""}]","1","","100","10","file:maz7218","{""accred"":""Q"",""techniek"":""Filtratie"",""internrefnummer"":""MIC03-MAZ003"",""conform"":""Conform"",""referentiemethode"":""ISO 9308-1:2000"",""raportnaam"":""Coliformen"",""temp"":""36"",""resultin"":""kve\/100 ml"",""raportnaamEng"":""Coliforms"",""techniekEng"":""Filtration"",""conformEng"":""In accordance with"",""resultinEng"":""cfu\/100 ml"",""korteNaamEtiket_platen"":""TTC - Coliformen"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","14","0","5","1","1","","1"
"20","20","Escherichia coli / 100ml (QC) (TTC)","4","[""58""]","0","0","1","1","[{""chainId"":1,""mediaId"":""38"",""disposition"":""-""},{""chainId"":2,""mediaId"":""42"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","1","","100","10","file:maz7218","{""accred"":""Q"",""techniek"":""Filtratie"",""internrefnummer"":""MIC03-MAZ003"",""conform"":""Conform"",""referentiemethode"":""ISO 9308-1:2000"",""raportnaam"":""Escherichia coli"",""temp"":""36"",""resultin"":""kve\/100 ml"",""raportnaamEng"":""Escherichia coli"",""techniekEng"":""Filtration"",""conformEng"":""In accordance with"",""resultinEng"":""cfu\/100 ml"",""korteNaamEtiket_platen"":""TTC - E. coli"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","15","0","5","1","1","","1"
"21","21","Enterococcen / 100ml (QC) (S&B)","4","[""59""]","0","0","1","1","[{""chainId"":1,""mediaId"":""68"",""disposition"":""+""}]","[]","1","","100","10","file:maz7218","{""accred"":""Q"",""techniek"":""Filtratie"",""internrefnummer"":""MIC03-MAZ004"",""conform"":""Conform"",""referentiemethode"":""ISO 7899-2"",""raportnaam"":""Enterococcen"",""temp"":""37"",""resultin"":""kve\/100 ml"",""raportnaamEng"":""Enterococci"",""techniekEng"":""Filtration"",""conformEng"":""In accordance with"",""resultinEng"":""cfu\/100 ml"",""korteNaamEtiket_platen"":""S&B"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","18","0","5","1","1","","1"
"22","22","Enterobacteriaceae (QG) (VRBG)","1","[""22""]","1","0","1","1","[{""chainId"":1,""mediaId"":""38"",""disposition"":""-""},{""chainId"":2,""mediaId"":""37"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","1","","150","10","file:maz7218","{""accred"":""Q"",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ011"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 21528-2"",""raportnaam"":""Enterobacteriaceae"",""temp"":""37"",""resultin"":""kve"",""raportnaamEng"":""Enterobacteriaceae"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""VRBG"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","7","0","5","1","1","","1"
"23","23","Salmonella spp. | aan/afw (Q) (MSRV) - mest","3","[""70""]","0","0","1","0","[{""chainId"":1,""mediaId"":""47"",""disposition"":""+""},{""chainId"":2,""mediaId"":""48"",""disposition"":""+""},{""chainId"":3,""mediaId"":""49"",""disposition"":""+""},{""chainId"":4,""mediaId"":""50"",""disposition"":""-""},{""chainId"":5,""mediaId"":""51"",""disposition"":""-""},{""chainId"":6,""mediaId"":""52"",""disposition"":""+""},{""chainId"":7,""mediaId"":""53"",""disposition"":""?""},{""chainId"":8,""mediaId"":""54"",""disposition"":""?""}]","[{""chainId"":1,""mediaId"":""96""}]","2","","1","0","file:maz7218grens","{""accred"":""Q"",""techniek"":""Grensreactie"",""internrefnummer"":""MIC01-MAZ009"",""conform"":""Eigen methode"",""referentiemethode"":"""",""raportnaam"":""Salmonella spp."",""temp"":""37"",""resultin"":""25 gram"",""raportnaamEng"":""Salmonella spp."",""techniekEng"":""Presence\/absence"",""conformEng"":""In-house method"",""resultinEng"":""25 grams"",""korteNaamEtiket_platen"":""MSRV"",""Analysenaam_Etiket_zakken"":""Salmonella AAN\/AF - MEST"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag""}","3","i","0","0","10","0","5","1","1","","1"
"24","24","Escherichia coli (dierlijke producten) (Q) (TBX)","1","[""24""]","1","0","0","1","[]","[]","1","","150","10","file:maz7218","{""accred"":""Q"",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ024"",""conform"":""Eigen methode"",""referentiemethode"":"""",""raportnaam"":""Escherichia coli"",""temp"":""44"",""resultin"":""kve"",""raportnaamEng"":""Escherichia coli"",""techniekEng"":""Colony count"",""conformEng"":""In-house method"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""TBX"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","NULL","0","5","1","1","","1"
"25","25","Listeria monocytogenes | telling (QG)","1","[""69""]","1","0","1","1","[{""chainId"":1,""mediaId"":""40"",""disposition"":""+""},{""chainId"":2,""mediaId"":""44"",""disposition"":""+""},{""chainId"":3,""mediaId"":""43"",""disposition"":""+""},{""chainId"":4,""mediaId"":""45"",""disposition"":""+""},{""chainId"":5,""mediaId"":""46"",""disposition"":""-""}]","[]","1","","150","10","file:maz7218","{""accred"":""Q"",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ015"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 11290-2:1996"",""raportnaam"":""Listeria monocytogenes  |  telling"",""temp"":""37"",""resultin"":""kve"",""raportnaamEng"":""Listeria monocytogenes  |  count"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""ALOA"",""Analysenaam_Etiket_zakken"":""Listeria mono - TELLING"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","8","0","5","1","1","","1"
"26","26","Coliformen (QG) (VRBL)","1","[""29""]","1","0","1","1","[{""chainId"":1,""mediaId"":""39"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","1","","150","10","file:maz7218","{""accred"":""Q"",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ007"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 4832"",""raportnaam"":""Coliformen"",""temp"":""30"",""resultin"":""kve"",""raportnaamEng"":""Coliforms"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""VRBL"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","6","0","5","1","1","","1"
"27","27","Escherichia coli (QC) (TBX)","1","[""24""]","1","1","0","1","[]","[]","1","","150","10","file:maz7218","{""accred"":""Q"",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ024"",""conform"":""Conform"",""referentiemethode"":""ISO 16649-2"",""raportnaam"":""Escherichia coli"",""temp"":""44"",""resultin"":""kve"",""raportnaamEng"":""Escherichia coli"",""techniekEng"":""Colony count"",""conformEng"":""In accordance with"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""TBX"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","NULL","0","5","1","1","","1"
"28","28","Thermotolerante coliformen / 100ml 44°C (QG) (LSA)","4","[""60""]","0","0","1","1","[{""chainId"":1,""mediaId"":""41"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","1","","100","10","file:maz7218","{""accred"":""Q"",""techniek"":""Filtratie"",""internrefnummer"":""MIC03-MAZ001"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""NEN 6570:1982"",""raportnaam"":""Thermotolerante coliformen"",""temp"":""44"",""resultin"":""kve\/100 ml"",""raportnaamEng"":""Thermotolerant coliforms"",""techniekEng"":""Filtration"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu\/100 ml"",""korteNaamEtiket_platen"":""LSA"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","6","0","5","1","1","","1"
"29","29","Gisten (QG) (OGY)","1","[""23"",""86""]","1","0","0","1","[]","[]","1","","150","10","file:maz7218","{""accred"":""Q"",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ013"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 7954:1987"",""raportnaam"":""Gisten"",""temp"":""25"",""resultin"":""kve"",""raportnaamEng"":""Yeasts"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""OGY-G"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","5","i","0","0","NULL","0","5","1","1","","1"
"30","30","Schimmels (QG) (OGY)","1","[""23"",""86""]","1","0","0","1","[]","[]","1","","150","10","file:maz7218","{""accred"":""Q"",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ013"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 7954:1987"",""raportnaam"":""Schimmels"",""temp"":""25"",""resultin"":""kve"",""raportnaamEng"":""Moulds"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""OGY-S"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","5","i","0","0","NULL","0","5","1","1","","1"
"31","31","Coagulase positieve staphylococcen (QG) (BP) - levensmiddelen","1","[""26""]","1","0","1","1","[{""chainId"":1,""mediaId"":""55"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","1","","150","10","file:maz7218","{""accred"":""Q"",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ010"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6888-1"",""raportnaam"":""Coagulase positieve staphylococcen"",""temp"":""37"",""resultin"":""kve"",""raportnaamEng"":""Coagulase positive staphylococci"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""BP"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","12","0","5","1","1","","1"
"32","32","Coagulase positieve staphylococcen (QG) (BP-RPF) - kaas","1","[""27"",""86"",""115""]","1","0","0","1","[]","[]","1","","150","10","file:maz7218","{""accred"":""Q"",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ010"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6888-2"",""raportnaam"":""Coagulase positieve staphylococcen"",""temp"":""37"",""resultin"":""kve"",""raportnaamEng"":""Coagulase positive staphylococci"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""BP-RPF"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","NULL","0","5","1","1","","1"
"33","33","Melkzuurbacteriën (QG) (MRS)","1","[""28""]","1","0","1","1","[{""chainId"":1,""mediaId"":""43"",""disposition"":""-""}]","[]","1","","300","10","file:maz7218","{""accred"":""Q"",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ016"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 15214"",""raportnaam"":""Melkzuurbacteri\u00ebn"",""temp"":""30"",""resultin"":""kve"",""raportnaamEng"":""Lactic acid bacteria"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""MRS"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","3","i","0","0","9","0","5","1","1","","1"
"34","34","Niet-melkzuurbacteriën (GELY) ","1","[""34""]","1","0","0","1","[]","[]","1","","300","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ008"",""conform"":""Eigen methode"",""referentiemethode"":"""",""raportnaam"":""Niet-melkzuurbacteri\u00ebn"",""temp"":""30"",""resultin"":""kve"",""raportnaamEng"":""Non-lactic acid bacteria"",""techniekEng"":""Colony count"",""conformEng"":""In-house method"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""GELY"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","3","i","0","0","NULL","0","5","1","1","","1"
"35","35","Escherichia coli / 100gr (Schelpdieren) (QG) (TBX)","1","[""24""]","0","1","0","1","[]","[]","1","","150","10","file:mazSchelp","{""accred"":""Q"",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ024"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 16649-2"",""raportnaam"":""Escherichia coli"",""temp"":""44"",""resultin"":""kve\/100 gram"",""raportnaamEng"":""Escherichia coli"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu\/100 grams"",""korteNaamEtiket_platen"":""TBX"",""Analysenaam_Etiket_zakken"":""E. coli - schelpdieren \/ 100gr"",""Medianaam_Etiket_zakken"":""PFZ"",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","NULL","0","5","1","1","","1"
"36","36","Listeria monocytogenes | aan/afw (QC)","3","[""71"",""75"",""69"",""74""]","0","0","1","0","[{""chainId"":1,""mediaId"":""40"",""disposition"":""+""},{""chainId"":2,""mediaId"":""44"",""disposition"":""+""},{""chainId"":3,""mediaId"":""43"",""disposition"":""+""},{""chainId"":4,""mediaId"":""45"",""disposition"":""+""},{""chainId"":5,""mediaId"":""46"",""disposition"":""-""}]","[]","2","","1","0","file:maz7218grens","{""accred"":""Q"",""techniek"":""Grensreactie"",""internrefnummer"":""MIC01-MAZ014"",""conform"":""Conform"",""referentiemethode"":""ISO11290-1:1996"",""raportnaam"":""Listeria monocytogenes  |  kweek"",""temp"":""30"",""resultin"":""25 gram"",""raportnaamEng"":""Listeria monocytogenes  |  culture"",""techniekEng"":""Presence\/absence"",""conformEng"":""In accordance with"",""resultinEng"":""25 grams"",""korteNaamEtiket_platen"":""LIST"",""Analysenaam_Etiket_zakken"":""Listeria mono - AAN\/AFW"",""Medianaam_Etiket_zakken"":""Fraser HALF"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag""}","5","i","0","0","8","0","5","1","1","","1"
"37","37","Lactobacillen (ROG)","1","[""31""]","1","0","1","1","[{""chainId"":1,""mediaId"":""43"",""disposition"":""-""}]","[]","1","","300","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ032"",""conform"":""Conform"",""referentiemethode"":""NEN 6815"",""raportnaam"":""Lactobacillen"",""temp"":""30"",""resultin"":""kve"",""raportnaamEng"":""Lactobacilli"",""techniekEng"":""Colony count"",""conformEng"":""In accordance with"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""ROG"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","5","i","0","0","NULL","0","5","1","1","","1"
"38","38","Escherichia coli (QG) (TBX) ","1","[""24""]","1","0","0","1","[]","[]","1","","150","10","file:maz7218","{""accred"":""Q"",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ024"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 16649-2"",""raportnaam"":""Escherichia coli"",""temp"":""44"",""resultin"":""kve"",""raportnaamEng"":""Escherichia coli"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""TBX"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","NULL","0","5","1","1","","1"
"39","39","Salmonella spp. | aan/afw (QC)","3","[""76"",""77"",""78"",""79""]","0","0","1","0","[{""chainId"":1,""mediaId"":""47"",""disposition"":""+""},{""chainId"":2,""mediaId"":""48"",""disposition"":""+""},{""chainId"":3,""mediaId"":""49"",""disposition"":""+""},{""chainId"":4,""mediaId"":""50"",""disposition"":""-""},{""chainId"":5,""mediaId"":""51"",""disposition"":""-""},{""chainId"":6,""mediaId"":""52"",""disposition"":""+""},{""chainId"":7,""mediaId"":""53"",""disposition"":""?""},{""chainId"":8,""mediaId"":""54"",""disposition"":""?""}]","[{""chainId"":1,""mediaId"":""96""}]","2","","1","0","file:maz7218grens","{""accred"":""Q"",""techniek"":""Grensreactie"",""internrefnummer"":""MIC01-MAZ009"",""conform"":""Conform"",""referentiemethode"":""ISO 6579"",""raportnaam"":""Salmonella spp.  |  kweek"",""temp"":""37"",""resultin"":""25 gram"",""raportnaamEng"":""Salmonella spp.  |  culture"",""techniekEng"":""Presence\/absence"",""conformEng"":""In accordance with"",""resultinEng"":""25 grams"",""korteNaamEtiket_platen"":""SALM"",""Analysenaam_Etiket_zakken"":""Salmonella 25 gram - KWEEK"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag""}","4","i","0","0","10","0","5","1","1","","1"
"40","40","STEC | PCR (QC)","5","[""90"",""102"",""113""]","0","0","0","1","[]","[]","2","","1","0","$analyseIsPCR=True
$bijPositiefVerdachtWeergevenOpRapport=True
file:maz7218grens","{""accred"":""Q"",""techniek"":""Real-Time PCR"",""internrefnummer"":""MIC01-MAZ033"",""conform"":""Conform"",""referentiemethode"":""ISO 13136"",""raportnaam"":""Shigatoxine producerende Escherichia coli"",""temp"":""37"",""resultin"":""25 gram"",""raportnaamEng"":""Shigatoxin producing Escherichia coli"",""techniekEng"":""Real-Time PCR"",""conformEng"":""In accordance with"",""resultinEng"":""25 grams"",""korteNaamEtiket_platen"":""STEC"",""Analysenaam_Etiket_zakken"":""STEC - PCR"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag""}","1","i","0","0","NULL","0","5","1","1","","1"
