"id","original_id","name","type_base","media_id","dillution","replicates","confirmation","confirmation_type","confirmation_script","confirmation_support","type","meta_assays","max_count","min_count","script","custom_fields","duration","start_from","active","hide_report","show_conf_table","confirmation_init","confirmation_depth","uses_indicator","uses_trip_indicator","article_code","billable"
"326","124","Bacillus spp. (MYP) - water","1","[""25""]","1","0","1","1","[{""chainId"":1,""mediaId"":""40"",""disposition"":""?""},{""chainId"":2,""mediaId"":""122"",""disposition"":""?""}]","[]","1","","150","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ012"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 7932"",""raportnaam"":""Bacillus spp."",""temp"":""30"",""resultin"":""kve"",""raportnaamEng"":""Bacillus spp."",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""MYP"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","NULL","0","5","1","1","","1"
"327","67","Bacillus spp. (MYP)","1","[""25""]","1","0","1","1","[{""chainId"":1,""mediaId"":""40"",""disposition"":""?""},{""chainId"":2,""mediaId"":""122"",""disposition"":""+""}]","[]","1","","150","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ012"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 7932"",""raportnaam"":""Bacillus spp."",""temp"":""30"",""resultin"":""kve"",""raportnaamEng"":""Bacillus spp."",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""MYP"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","NULL","0","5","1","1","","1"
"328","124","Bacillus spp. (MYP) - water","1","[""25""]","1","0","1","1","[{""chainId"":1,""mediaId"":""40"",""disposition"":""?""},{""chainId"":2,""mediaId"":""122"",""disposition"":""+""}]","[]","1","","150","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ012"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 7932"",""raportnaam"":""Bacillus spp."",""temp"":""30"",""resultin"":""kve"",""raportnaamEng"":""Bacillus spp."",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""MYP"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","NULL","0","5","1","1","","1"
"329","82","Listeria spp. | aan/afw","3","[""71"",""75"",""69"",""74""]","0","0","1","0","[{""chainId"":1,""mediaId"":""43"",""disposition"":""+""},{""chainId"":2,""mediaId"":""125"",""disposition"":""+""},{""chainId"":3,""mediaId"":""126"",""disposition"":""+""}]","[]","2","","1","0","file:maz7218grens","{""accred"":"""",""techniek"":""Grensreactie"",""internrefnummer"":""MIC01-MAZ014"",""conform"":""Conform"",""referentiemethode"":""ISO11290-1:1996"",""raportnaam"":""Listeria spp.  |  kweek"",""temp"":""30"",""resultin"":""25 gram"",""raportnaamEng"":""Listeria spp.  |  culture"",""techniekEng"":""Presence\/absence"",""conformEng"":""In accordance with"",""resultinEng"":""25 grams"",""korteNaamEtiket_platen"":""LIST"",""Analysenaam_Etiket_zakken"":""Listeria spp. - AAN\/AF"",""Medianaam_Etiket_zakken"":""Fraser HALF"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag""}","5","i","0","0","8","0","5","1","1","","1"
"330","82","Listeria spp. | aan/afw","3","[""71"",""75"",""69"",""74""]","0","0","1","0","[{""chainId"":1,""mediaId"":""43"",""disposition"":""+""},{""chainId"":2,""mediaId"":""125"",""disposition"":""+""}]","[]","2","","1","0","file:maz7218grens","{""accred"":"""",""techniek"":""Grensreactie"",""internrefnummer"":""MIC01-MAZ014"",""conform"":""Conform"",""referentiemethode"":""ISO11290-1:1996"",""raportnaam"":""Listeria spp.  |  kweek"",""temp"":""30"",""resultin"":""25 gram"",""raportnaamEng"":""Listeria spp.  |  culture"",""techniekEng"":""Presence\/absence"",""conformEng"":""In accordance with"",""resultinEng"":""25 grams"",""korteNaamEtiket_platen"":""LIST"",""Analysenaam_Etiket_zakken"":""Listeria spp. - AAN\/AF"",""Medianaam_Etiket_zakken"":""Fraser HALF"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag""}","5","i","0","0","8","0","5","1","1","","1"
"331","132","Listeria spp. | aan/afw - water","3","[""71"",""75"",""69"",""74""]","0","0","1","0","[{""chainId"":1,""mediaId"":""43"",""disposition"":""+""},{""chainId"":2,""mediaId"":""125"",""disposition"":""+""}]","[]","2","","1","0","file:maz7218grens","{""accred"":"""",""techniek"":""Grensreactie"",""internrefnummer"":""MIC01-MAZ014"",""conform"":""Conform"",""referentiemethode"":""ISO 11290-1:1996"",""raportnaam"":""Listeria spp.  |  kweek"",""temp"":""30"",""resultin"":""25 ml"",""raportnaamEng"":""Listeria monocytogenes  |  culture"",""techniekEng"":""Presence\/absence"",""conformEng"":""In accordance with"",""resultinEng"":""25 ml"",""korteNaamEtiket_platen"":""LIST"",""Analysenaam_Etiket_zakken"":""Listeria spp. - AAN\/AF"",""Medianaam_Etiket_zakken"":""Fraser HALF"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag""}","5","i","0","0","8","0","5","1","1","","1"
"332","166","Listeria spp. | korte kweek","3","[""71"",""69"",""74""]","0","0","1","0","[{""chainId"":1,""mediaId"":""43"",""disposition"":""+""},{""chainId"":2,""mediaId"":""125"",""disposition"":""+""}]","[]","2","","1","0","file:maz7218grens","{""accred"":"""",""techniek"":""Grensreactie"",""internrefnummer"":""MIC01-MAZ014"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 11290-1"",""raportnaam"":""Listeria spp.  |  kweek"",""temp"":""37"",""resultin"":""25 gram"",""raportnaamEng"":""Listeria spp.  |  culture"",""techniekEng"":""Presence\/absence"",""conformEng"":""Equivalent to"",""resultinEng"":""25 grams"",""korteNaamEtiket_platen"":""LIST"",""Analysenaam_Etiket_zakken"":""LIST spp. - kort kw"",""Medianaam_Etiket_zakken"":""Fraser HALF"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag""}","3","i","0","0","8","0","5","1","1","","1"
"333","167","Listeria spp. | korte kweek - water","3","[""71"",""69"",""74""]","0","0","1","0","[{""chainId"":1,""mediaId"":""43"",""disposition"":""+""},{""chainId"":2,""mediaId"":""125"",""disposition"":""+""}]","[]","2","","1","0","file:maz7218grens","{""accred"":"""",""techniek"":""Grensreactie"",""internrefnummer"":""MIC01-MAZ014"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 11290-1"",""raportnaam"":""Listeria spp.  |  kweek"",""temp"":""37"",""resultin"":""25 ml"",""raportnaamEng"":""Listeria spp.  |  culture"",""techniekEng"":""Presence\/absence"",""conformEng"":""Equivalent to"",""resultinEng"":""25 ml"",""korteNaamEtiket_platen"":""LIST"",""Analysenaam_Etiket_zakken"":""LIST spp. - kort kw"",""Medianaam_Etiket_zakken"":""Fraser HALF"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag""}","3","i","0","0","8","0","5","1","1","","1"
"334","169","Listeria spp. | korte kweek - swab","3","[""71"",""69"",""74""]","0","0","1","0","[{""chainId"":1,""mediaId"":""43"",""disposition"":""+""},{""chainId"":2,""mediaId"":""125"",""disposition"":""+""}]","[]","2","","1","0","file:maz7218grens","{""accred"":"""",""techniek"":""Grensreactie"",""internrefnummer"":""MIC01-MAZ014"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 11290-1"",""raportnaam"":""Listeria spp.  |  kweek"",""temp"":""37"",""resultin"":""Swab"",""raportnaamEng"":""Listeria spp.  |  culture"",""techniekEng"":""Presence\/absence"",""conformEng"":""Equivalent to"",""resultinEng"":""Swab"",""korteNaamEtiket_platen"":""LIST"",""Analysenaam_Etiket_zakken"":""LIST spp. - kort kw"",""Medianaam_Etiket_zakken"":""Fraser HALF"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag""}","3","r","0","0","8","0","5","1","1","","1"
"335","171","Listeria spp. | aan/afw - swab","3","[""71"",""75"",""69"",""74""]","0","0","1","0","[{""chainId"":1,""mediaId"":""43"",""disposition"":""+""},{""chainId"":2,""mediaId"":""125"",""disposition"":""+""}]","[]","2","","1","0","file:maz7218grens","{""accred"":"""",""techniek"":""Grensreactie"",""internrefnummer"":""MIC01-MAZ014"",""conform"":""Conform"",""referentiemethode"":""ISO 11290-1:1996"",""raportnaam"":""Listeria spp.  |  kweek"",""temp"":""30"",""resultin"":""Swab"",""raportnaamEng"":""Listeria spp.  |  culture"",""techniekEng"":""Presence\/absence"",""conformEng"":""In accordance with"",""resultinEng"":""Swab"",""korteNaamEtiket_platen"":""LIST"",""Analysenaam_Etiket_zakken"":""Listeria spp. - AAN\/AF"",""Medianaam_Etiket_zakken"":""Fraser HALF"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag""}","5","i","0","0","8","0","5","1","1","","1"
"336","254","Listeria spp. | telling","1","[""69""]","1","0","1","1","[{""chainId"":1,""mediaId"":""43"",""disposition"":""+""},{""chainId"":2,""mediaId"":""125"",""disposition"":""+""}]","[]","1","","150","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ015"",""conform"":""Conform"",""referentiemethode"":""ISO 11290-2"",""raportnaam"":""Listeria spp. | telling"",""temp"":""37"",""resultin"":""kve"",""raportnaamEng"":""Listeria spp.  |  count"",""techniekEng"":""Colony count"",""conformEng"":""In accordance with"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""ALOA"",""Analysenaam_Etiket_zakken"":""Listeria spp. - TELLING"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","8","0","5","1","1","","1"
"337","337","Heat resistant moulds (HRM)","1","[]","0","0","0","1","",NA,"1","","0","0","","[]","","r","0","0",NA,"0","5","1","1","","1"
"338","55","Thermofiele Acidofiele Bacilli - TAB | aan/afw","3","[""86"",""61""]","0","0","1","0","[{""chainId"":1,""mediaId"":""64"",""disposition"":""-""},{""chainId"":2,""mediaId"":""111"",""disposition"":""+""},{""chainId"":3,""mediaId"":""62"",""disposition"":""?""},{""chainId"":4,""mediaId"":""63"",""disposition"":""?""}]","[]","2","","1","0","file:maz7218grens","{""accred"":"""",""techniek"":""Grensreactie"",""internrefnummer"":"""",""conform"":""Conform"",""referentiemethode"":""IFU 12 method"",""raportnaam"":""Thermofiele Acidofiele Bacilli"",""temp"":""45"",""resultin"":""10 gram"",""raportnaamEng"":""Thermophilic Acidophilic Bacilli"",""techniekEng"":""Presence\/absence"",""conformEng"":""In accordance with"",""resultinEng"":""10 grams"",""korteNaamEtiket_platen"":""TAB"",""Analysenaam_Etiket_zakken"":""TAB - AAN\/AF"",""Medianaam_Etiket_zakken"":""Steriel demiwater"",""Ophoping_incubatietijd_Etiket_zakken"":""5 dagen""}","10","i","0","0","16","0","5","1","1","","1"
"339","12","Bacillus cereus (QG) (MYP)","1","[""25""]","1","0","1","1","[{""chainId"":1,""mediaId"":""40"",""disposition"":""+""}]","[]","1","","150","10","file:maz7218","{""accred"":""Q"",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ012"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 7932"",""raportnaam"":""Bacillus cereus"",""temp"":""30"",""resultin"":""kve"",""raportnaamEng"":""Bacillus cereus"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""MYP - B.cer"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","4","0","5","1","1","","1"
"340","125","Bacillus cereus (MYP)","1","[""25""]","1","0","1","1","[{""chainId"":1,""mediaId"":""40"",""disposition"":""+""}]","[]","1","","150","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ012"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 7932"",""raportnaam"":""Bacillus cereus"",""temp"":""30"",""resultin"":""kve"",""raportnaamEng"":""Bacillus cereus"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""MYP - B.cer"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","4","0","5","1","1","","1"
"341","126","Bacillus cereus (MYP) - water","1","[""25""]","1","0","1","1","[{""chainId"":1,""mediaId"":""40"",""disposition"":""+""}]","[]","1","","150","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ012"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 7932"",""raportnaam"":""Bacillus cereus"",""temp"":""30"",""resultin"":""kve"",""raportnaamEng"":""Bacillus cereus"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""MYP - B.cer"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","4","0","5","1","1","","1"
"342","143","Bacillus cereus (QG) (MYP) - kaas","1","[""25"",""115""]","1","0","1","1","[{""chainId"":1,""mediaId"":""40"",""disposition"":""+""}]","[]","1","","150","10","file:maz7218","{""accred"":""Q"",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ012"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 7932"",""raportnaam"":""Bacillus cereus"",""temp"":""30"",""resultin"":""kve"",""raportnaamEng"":""Bacillus cereus"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""MYP - B.cer"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","4","0","5","1","1","","1"
"343","67","Bacillus spp. (MYP)","1","[""25""]","1","0","1","1","[{""chainId"":1,""mediaId"":""40"",""disposition"":""?""},{""chainId"":2,""mediaId"":""122"",""disposition"":""+""}]","[]","1","","150","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ012"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 7932"",""raportnaam"":""Bacillus spp."",""temp"":""30"",""resultin"":""kve"",""raportnaamEng"":""Bacillus spp."",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""MYP - B. spp."",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","NULL","0","5","1","1","","1"
"344","124","Bacillus spp. (MYP) - water","1","[""25""]","1","0","1","1","[{""chainId"":1,""mediaId"":""40"",""disposition"":""?""},{""chainId"":2,""mediaId"":""122"",""disposition"":""+""}]","[]","1","","150","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ012"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 7932"",""raportnaam"":""Bacillus spp."",""temp"":""30"",""resultin"":""kve"",""raportnaamEng"":""Bacillus spp."",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""MYP - B. spp."",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","NULL","0","5","1","1","","1"
"345","123","Coagulase positieve staphylococcen (BP) - water","1","[""26""]","1","0","1","1","[{""chainId"":1,""mediaId"":""55"",""disposition"":""+""}]","[]","1","","150","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaaat"",""internrefnummer"":""MIC01-MAZ010"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6888-1"",""raportnaam"":""Coagulase positieve staphylococcen"",""temp"":""37"",""resultin"":""kve"",""raportnaamEng"":""Coagulase positive staphylococci"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""BP"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","12","0","5","1","1","","1"
"346","346","Campylobacter spp. | aan/afw - water","3","[]","0","0","0","1","",NA,"2","","0","0","","[]","","r","0","0",NA,"0","5","1","1","","1"
"347","346","Campylobacter spp. | aan/afw - water","3","[""73"",""80"",""81""]","0","0","1","0","[{""chainId"":1,""mediaId"":""38"",""disposition"":""+""},{""chainId"":2,""mediaId"":""87"",""disposition"":""-""},{""chainId"":3,""mediaId"":""88"",""disposition"":""-""}]","[{""chainId"":1,""mediaId"":""105""}]","2","","1","0","file:maz7218grens","{""accred"":"""",""techniek"":""Grensreactie"",""internrefnummer"":""MIC01-MAZ026"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 10272-1"",""raportnaam"":""Campylobacter spp."",""temp"":""41,5"",""resultin"":""25 ml"",""raportnaamEng"":""Campylobacter spp."",""techniekEng"":""Presence\/absence"",""conformEng"":""Equivalent to"",""resultinEng"":""25 ml"",""korteNaamEtiket_platen"":""CAMP"",""Analysenaam_Etiket_zakken"":""Campylobacter - AAN\/AF"",""Medianaam_Etiket_zakken"":""Bolton broth"",""Ophoping_incubatietijd_Etiket_zakken"":""2 dagen""}","4","i","0","0","5","0","5","1","1","","1"
"348","13","Campylobacter spp. | aan/afw","3","[""73"",""80"",""81""]","0","0","1","0","[{""chainId"":1,""mediaId"":""38"",""disposition"":""+""},{""chainId"":2,""mediaId"":""127"",""disposition"":""+""},{""chainId"":3,""mediaId"":""100"",""disposition"":""+""},{""chainId"":4,""mediaId"":""128"",""disposition"":""-""}]","[{""chainId"":1,""mediaId"":""105""}]","2","","1","0","file:maz7218grens","{""accred"":"""",""techniek"":""Grensreactie"",""internrefnummer"":""MIC01-MAZ026"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 10272-1"",""raportnaam"":""Campylobacter spp."",""temp"":""41,5"",""resultin"":""25 gram"",""raportnaamEng"":""Campylobacter spp."",""techniekEng"":""Presence\/absence"",""conformEng"":""Equivalent to"",""resultinEng"":""25 grams"",""korteNaamEtiket_platen"":""CAMP"",""Analysenaam_Etiket_zakken"":""Campylobacter - AAN\/AF"",""Medianaam_Etiket_zakken"":""Bolton broth"",""Ophoping_incubatietijd_Etiket_zakken"":""2 dag""}","4","i","0","0","5","0","5","1","1","","1"
"349","89","Vibrio spp. - VERS | aan/afw","3","[""101"",""98"",""97""]","0","0","1","0","[{""chainId"":1,""mediaId"":""38"",""disposition"":""+""},{""chainId"":2,""mediaId"":""127"",""disposition"":""+""},{""chainId"":3,""mediaId"":""100"",""disposition"":""+""}]","[]","2","","1","0","file:maz7218grens","{""accred"":"""",""techniek"":""Grensreactie"",""internrefnummer"":"""",""conform"":""Conform"",""referentiemethode"":""ISO 21872-1"",""raportnaam"":""Vibrio spp."",""temp"":""37"",""resultin"":""25 gram"",""raportnaamEng"":""Virbrio spp."",""techniekEng"":""Presence\/absence"",""conformEng"":""In accordance with"",""resultinEng"":""25 grams"",""korteNaamEtiket_platen"":""Vibrio"",""Analysenaam_Etiket_zakken"":""Vibrio spp. - AAN\/AF"",""Medianaam_Etiket_zakken"":""ASPW-1"",""Ophoping_incubatietijd_Etiket_zakken"":""6 uur""}","2","i","0","0","13","0","5","1","1","","1"
"350","89","Vibrio spp. - VERS | aan/afw","3","[""101"",""98"",""97""]","0","0","1","0","[{""chainId"":1,""mediaId"":""38"",""disposition"":""+""},{""chainId"":2,""mediaId"":""127"",""disposition"":""+""},{""chainId"":3,""mediaId"":""100"",""disposition"":""+""},{""chainId"":4,""mediaId"":""129"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""65""}]","2","","1","0","file:maz7218grens","{""accred"":"""",""techniek"":""Grensreactie"",""internrefnummer"":"""",""conform"":""Conform"",""referentiemethode"":""ISO 21872-1"",""raportnaam"":""Vibrio spp."",""temp"":""37"",""resultin"":""25 gram"",""raportnaamEng"":""Virbrio spp."",""techniekEng"":""Presence\/absence"",""conformEng"":""In accordance with"",""resultinEng"":""25 grams"",""korteNaamEtiket_platen"":""Vibrio"",""Analysenaam_Etiket_zakken"":""Vibrio spp. - AAN\/AF"",""Medianaam_Etiket_zakken"":""ASPW-1"",""Ophoping_incubatietijd_Etiket_zakken"":""6 uur""}","2","i","0","0","13","0","5","1","1","","1"
"351","110","Vibrio spp. - DIEPVRIES/DROOG/ZOUT | aan/afw","3","[""101"",""98"",""97""]","0","0","1","0","[{""chainId"":1,""mediaId"":""38"",""disposition"":""+""},{""chainId"":2,""mediaId"":""127"",""disposition"":""+""},{""chainId"":3,""mediaId"":""100"",""disposition"":""+""},{""chainId"":4,""mediaId"":""129"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""65""}]","2","","1","0","file:maz7218grens","{""accred"":"""",""techniek"":""Grensreactie"",""internrefnummer"":"""",""conform"":""Conform"",""referentiemethode"":""ISO 21872-1"",""raportnaam"":""Vibrio spp."",""temp"":""37"",""resultin"":""25 gram"",""raportnaamEng"":""Vibrio spp."",""techniekEng"":""Presence\/absence"",""conformEng"":""In accordance with"",""resultinEng"":""25 grams"",""korteNaamEtiket_platen"":""Vibrio"",""Analysenaam_Etiket_zakken"":""Vibrio spp. - AAN\/AF"",""Medianaam_Etiket_zakken"":""ASPW-1"",""Ophoping_incubatietijd_Etiket_zakken"":""6 uur""}","2","i","0","0","13","0","5","1","1","","1"
"352","81","Campylobacter spp. | telling","1","[""80""]","1","1","1","1","[{""chainId"":1,""mediaId"":""38"",""disposition"":""+""},{""chainId"":2,""mediaId"":""127"",""disposition"":""+""},{""chainId"":3,""mediaId"":""100"",""disposition"":""+""},{""chainId"":4,""mediaId"":""128"",""disposition"":""-""}]","[{""chainId"":1,""mediaId"":""105""}]","1","","150","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":"""",""conform"":""Conform"",""referentiemethode"":""ISO 10272-2"",""raportnaam"":""Campylobacter spp."",""temp"":""41,5"",""resultin"":""kve"",""raportnaamEng"":""Campylobacter spp."",""techniekEng"":""Colony count"",""conformEng"":""In accordance with"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""CCDA"",""Analysenaam_Etiket_zakken"":""Campylobacter - TELLING"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","5","0","5","1","1","","1"
"353","346","Campylobacter spp. | aan/afw - water","3","[""73"",""80"",""81""]","0","0","1","0","[{""chainId"":1,""mediaId"":""38"",""disposition"":""+""},{""chainId"":2,""mediaId"":""127"",""disposition"":""+""},{""chainId"":3,""mediaId"":""100"",""disposition"":""+""},{""chainId"":4,""mediaId"":""128"",""disposition"":""-""}]","[{""chainId"":1,""mediaId"":""105""}]","2","","1","0","file:maz7218grens","{""accred"":"""",""techniek"":""Grensreactie"",""internrefnummer"":""MIC01-MAZ026"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 10272-1"",""raportnaam"":""Campylobacter spp."",""temp"":""41,5"",""resultin"":""25 ml"",""raportnaamEng"":""Campylobacter spp."",""techniekEng"":""Presence\/absence"",""conformEng"":""Equivalent to"",""resultinEng"":""25 ml"",""korteNaamEtiket_platen"":""CAMP"",""Analysenaam_Etiket_zakken"":""Campylobacter - AAN\/AF"",""Medianaam_Etiket_zakken"":""Bolton broth"",""Ophoping_incubatietijd_Etiket_zakken"":""2 dagen""}","4","i","0","0","5","0","5","1","1","","1"
"354","337","Heat resistant moulds (HRM)","1","[""130""]","0","0","1","0","[{""chainId"":1,""mediaId"":""129"",""disposition"":""+""}]","[]","1","","150","0","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":"""",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""IFU 4 method"",""raportnaam"":""Heat resistant moulds (HRM)"",""temp"":""30"",""resultin"":""kve\/25 gram"",""raportnaamEng"":""Heat resistant moulds (HRM)"",""techniekEng"":""Plate count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu\/25 grams"",""korteNaamEtiket_platen"":""MEA"",""Analysenaam_Etiket_zakken"":""HRM - 25 gram"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""""}","15","i","0","0","NULL","1","5","1","1","","1"
"355","337","Heat resistant moulds (HRM)","1","[""130""]","0","0","1","0","[{""chainId"":1,""mediaId"":""129"",""disposition"":""+""}]","[]","1","","150","0","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":"""",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""IFU 4 method"",""raportnaam"":""Heat resistant moulds (HRM)"",""temp"":""30"",""resultin"":""kve\/25 gram"",""raportnaamEng"":""Heat resistant moulds (HRM)"",""techniekEng"":""Plate count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu\/25 grams"",""korteNaamEtiket_platen"":""MEA"",""Analysenaam_Etiket_zakken"":""HRM - 25 gram"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""""}","15","i","0","0","NULL","1","5","1","1","","1"
"356","91","Aëroob Kiemgetal 30°C (OSA)","1","[""30""]","1","0","0","1","[]","[]","1","","300","10","File:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":"""",""conform"":""Conform"",""referentiemethode"":""IFU 2 method"",""raportnaam"":""Aeroob kiemgetal 30\u00b0C"",""temp"":""30"",""resultin"":""kve"",""raportnaamEng"":""Total viable count"",""techniekEng"":""Colony count"",""conformEng"":""In accordance with"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""OSA"",""Analysenaam_Etiket_zakken"":""Kiemgetal OSA"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""""}","3","i","0","0","NULL","0","5","1","1","","1"
"357","15","Listeria monocytogenes | telling (QC)","1","[""69""]","1","1","1","1","[{""chainId"":1,""mediaId"":""40"",""disposition"":""+""},{""chainId"":2,""mediaId"":""44"",""disposition"":""+""},{""chainId"":3,""mediaId"":""43"",""disposition"":""+""},{""chainId"":4,""mediaId"":""45"",""disposition"":""+""},{""chainId"":5,""mediaId"":""46"",""disposition"":""-""}]","[]","1","","150","10","file:maz7218","{""accred"":""Q"",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ015"",""conform"":""Conform"",""referentiemethode"":""ISO 11290-2"",""raportnaam"":""Listeria monocytogenes  |  telling"",""temp"":""37"",""resultin"":""kve"",""raportnaamEng"":""Listeria monocytogenes  |  count"",""techniekEng"":""Colony count"",""conformEng"":""In accordance with"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""ALOA - L. mono"",""Analysenaam_Etiket_zakken"":""Listeria mono - TELLING"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","8","0","5","1","1","","1"
